AwnsTime,Date,Nombre,Inbox,Opened,NoLead,NoInbox,Pain,Qualify,Offer,Goal,Follow,AnFollows,Win,CAM,Recom,N-Offer,Min,Link,Delay,Vehiculo
7011.1,2026-01-02,Elias,429,272,150,,,,21,9,22,,9 Agendas para arrancar el año y ver si volvemos a tener el promedio de meses anteriores arriba de 6 7 diarias,Ver la manera de hacer las aperturas a esos que comentan los ads y no les llega nada,,,,11,,
506.09,2026-01-05,Elias,198,159,75,,,,16,9,66,,"9 agendas para seguir con un buen promedio diario, los cambios que hemos hecho en la estructura estan dando resultados",Seguir optimizando la estructura y ver la manera de abrir esos leads que mandan comentarios y no sale la automatización,,,,16,,
4336.04,2026-01-05,Elias,412,289,123,,,,17,10,27,,10 agendas y un buen workflow de lunes volviendo del fin de semana cargado de mensajes,Quizas la rapidez de respuesta a algunos leads y ver de seguir optimizando la estructura que va funcionando bien,,,,10,,
335.56,2026-01-06,Elias,212,132,66,,,,20,7,52,,Pude acomodar la bandeja de entrada mas temprano que otros días,Optimizar bien las automatizaciones ,,,,12,,
342.65,2026-01-07,Elias,201,149,71,,,,17,2,37,,Pude enviar mensajes de apertura a esos leads que no se les envió la automatización,Ver de meter la pregunta de trabajo antes y no al final de la automatización,,,,7,,
361.69,2026-01-08,Elias,199,149,78,,,,15,7,42,,7 agendas para recuperar el promedio que venia teniendo en los últimos días,Seguir testeando los cambios de las preguntas en la estructura,,,,14,,
227.7,2026-01-09,Elias,195,130,86,,,,9,2,35,,Me dio tiempo para enviar mensajes a aquellos leads que no se les envió la automatización dias atras,"Noto que varios leads se quedan luego de nuestra devolución de dolor, ya que es muy largo el mensaje",,,,3,,
363.12,2026-01-10,Elias,210,154,71,,,,20,9,29,,9 agendas para cerrar una buena semana de agendas,Hay que analizar por que hay dias que solo se dan 2 agendas y otros + de 8,,,,13,,
528.24,2026-01-12,Elias,403,255,160,,,,21,6,28,,6 agendas para arrancar la semana con tantos chats,Me demoro mucho en el ultimo seguimiento de enviar los videos y recursos ,,,,8,,
326.7,2026-01-13,Elias,195,137,70,,,,13,2,35,,Pude avanzar con esos leads que no les llego el primer mensaje automático y estan pendientes en la bandeja de entrada,Siento que llegan muchos leads pero son muy pocos los que avanzan y terminan correctamente la automatización,,,,9,,
487.19,2026-01-14,Elias,132,133,66,,,,19,6,29,,Limpiar toda la bandeja de entradas de esos mensajes de apertura que no se habian enviado cerca de las fechas de las fiestas,Ver la manera de aumentar el porcentaje de oferta a link ,,,,6,,
448,2026-01-15,Elias,168,114,58,,,,9,4,37,,"Terminar de limpiar la bandeja de entrada a la mañana, nunca lo habia hecho y ya hace unos días lo estoy implementando","Aumentar la respuesta a nuestra pregunta para profundizar dolor, se quedan muchos en esa etapa",,,,7,,
731.91,2026-01-16,Elias,177,153,75,,,,13,5,35,,Pude hacer muchas aperturas a esos que comentan y no responden al mensaje automático,Aumentar porcentaje de respuesta en la etapa de dolor/necesidad,,,,11,,
542,2026-01-17,Elias,191,124,68,,,,16,3,37,,"Trabajar a pesar de haberme sentido mal el día sabado, lo tomo como win","Optimizar automatizaciones, muchos se quedan en la primera etapa sin avanzar en la automatización",,,,5,,
516.98,2026-01-19,Elias,477,343,176,,,,15,7,34,,"El workflow que tuve, pude limpiar bastante rapido la bandeja de entradas luego del fin de semana","En teoría llegan muchos leads pero no todos avanzan en la automatización, es muy poca la cantidad de ofertas comparado con el numero entrante de leads",,,,11,,
260.37,2026-01-20,Elias,132,103,67,,,,14,3,27,,Cumpliendo con la rutina a pesar de no estar al 100% fisicamente,Sumar seguimientos manuales en las etapas de automatización ,,,,5,,
587.08,2026-01-21,Elias,221,148,81,,,,12,3,33,,Volver a sentirme bien luego de unos días de estar con dolores de cabeza,Aumentar seguimientos para aumentar la conversión de entrantes a agendas,,,,5,,
344.15,2026-01-22,Elias,270,154,91,,,,12,4,66,,4 agendas y pude meter varios seguimientos manuales,"Las automatizaciones, tanto las keywords de como llegan los leads y ver la manera para disminuir la cantidad de leads que no avanzan en las automatizaciones con los botones",,,,5,,
347.07,2026-01-23,Elias,271,198,87,,,,19,7,33,,7 agendas para recuperar el promedio diario,"Muchas fallas con las automatizaciones, hay que seguir optimizando eso",,,,13,,
271.83,2026-01-24,Elias,242,168,81,,,,15,5,32,,4 agendas para cerrar la semana,Automatizaciones y ver la manera de que luego del fin de semana no quede tan desprolijo toda la bandeja de entrada,,,,6,,
2838.09,2026-01-26,Elias,613,388,180,,,,22,8,31,,"8 agendas para empezar la semana, muchos chats tambien del fin de semana acumulados","Se quedan muchos leads en las primeras etapas, no avanzan con la automatización, ver la manera de aumentar ese número",,,,9,,
519.58,2026-01-27,Elias,332,232,85,,,,29,5,37,,El workflow diario que estoy teniendo para limpiar bandeja y seguimientos ,"Veo que se aumento la cantidad de ofertas enviadas, por ese lado cool, hay que ver que tanto llegan al link y se convierten en agendas, para analizar eso",,,,15,,
241.43,2026-01-28,Elias,339,235,108,,,,22,4,43,,Pude cumplir con las tareas del día a pesar de tener una hora menos disponible,Siento que estoy empezando muchas conversaciones desde cero y eso demora mucho más para llegar a la agenda,,,,7,,
